state,zipcode,districtcode
01,36373,0102
01,36374,0102
01,36375,0102
01,36376,0102
01,36401,0101
01,36401,0102
01,36420,0101
01,36420,0102
01,36421,0102
01,36425,0101
01,36426,0101
01,36426,0102
01,36432,0101
01,36432,0102
01,36435,0107
01,36436,0107
01,36439,0101
01,36441,0101
01,36442,0102
01,36444,0101
01,36445,0101
01,36446,0107
01,36451,0101
01,36451,0107
01,36453,0102
01,36454,0102
01,36455,0102
01,36456,0102
01,36460,0101
01,36460,0102
01,36467,0102
01,36470,0101
01,36471,0101
01,36471,0102
01,36473,0102
01,36474,0102
01,36475,0101
01,36475,0102
01,36476,0102
01,36477,0102
01,36480,0101
01,36481,0101
01,36481,0107
01,36482,0101
01,36482,0107
01,36483,0101
01,36483,0102
01,36502,0101
01,36502,0102
01,36505,0101
01,36507,0101
01,36509,0101
01,36511,0101
01,36512,0101
01,36513,0101
01,36518,0101
01,36521,0101
01,36522,0101
01,36523,0101
01,36524,0107
01,36525,0101
01,36526,0101
01,36527,0101
01,36528,0101
01,36529,0101
01,36530,0101
01,36532,0101
01,36535,0101
01,36538,0101
01,36539,0101
01,36540,0107
01,36541,0101
01,36542,0101
01,36543,0101
01,36544,0101
01,36545,0101
01,36545,0107
01,36548,0101
01,36549,0101
01,36550,0101
01,36551,0101
01,36553,0101
01,36555,0101
01,36556,0101
01,36558,0101
01,36558,0107
01,36559,0101
01,36560,0101
01,36561,0101
01,36562,0101
01,36564,0101
01,36567,0101
01,36568,0101
01,36569,0101
01,36571,0101
01,36572,0101
01,36574,0101
01,36575,0101
01,36576,0101
01,36578,0101
01,36579,0101
01,36580,0101
01,36581,0101
01,36582,0101
01,36583,0101
01,36584,0101
01,36585,0101
01,36587,0101
01,36590,0101
01,36602,0101
01,36603,0101
01,36604,0101
01,36605,0101
01,36606,0101
01,36607,0101
01,36608,0101
01,36609,0101
01,36610,0101
01,36611,0101
01,36612,0101
01,36613,0101
01,36615,0101
01,36616,0101
01,36617,0101
01,36618,0101
01,36619,0101
01,36688,0101
01,36693,0101
01,36695,0101
01,36701,0107
01,36703,0102
01,36703,0107
01,36720,0107
01,36722,0107
01,36723,0107
01,36726,0107
01,36727,0107
01,36728,0107
01,36732,0107
01,36736,0107
01,36738,0107
01,36740,0107
01,36742,0107
01,36744,0107
01,36748,0107
01,36749,0102
01,36749,0107
01,36750,0106
01,36751,0101
01,36751,0107
01,36752,0107
01,36753,0101
01,36753,0107
01,36754,0107
01,36756,0107
01,36758,0102
01,36758,0106
01,36758,0107
01,36759,0107
01,36761,0107
01,36763,0107
01,36765,0107
01,36766,0107
01,36767,0107
01,36768,0101
01,36768,0107
01,36769,0107
01,36773,0107
01,36775,0107
01,36776,0107
01,36782,0107
01,36783,0107
01,36784,0107
01,36785,0107
01,36786,0107
01,36790,0106
01,36792,0106
01,36793,0106
01,36793,0107
01,36801,0103
01,36804,0103
01,36830,0103
01,36832,0103
01,36849,0103
01,36850,0103
01,36852,0103
01,36853,0103
01,36854,0103
01,36855,0103
01,36856,0103
01,36858,0103
01,36859,0103
01,36860,0102
01,36860,0103
01,36861,0103
01,36862,0103
01,36863,0103
01,36865,0103
01,36866,0103
01,36867,0103
01,36869,0103
01,36870,0103
01,36871,0103
01,36874,0103
01,36875,0103
01,36877,0103
01,36879,0103
01,36901,0107
01,36904,0107
01,36907,0107
01,36908,0107
01,36910,0107
01,36912,0107
01,36913,0107
01,36915,0107
01,36916,0107
01,36919,0101
01,36919,0107
01,36921,0107
01,36922,0107
01,36925,0107
01,38852,0104
02,99501,200
02,99502,200
02,99503,200
02,99504,200
02,99505,200
02,99506,200
02,99507,200
02,99508,200
02,99509,200
02,99510,200
02,99511,200
02,99513,200
02,99514,200
02,99515,200
02,99516,200
02,99517,200
02,99518,200
02,99519,200
02,99520,200
02,99521,200
02,99522,200
02,99523,200
02,99524,200
02,99529,200
02,99530,200
02,99540,200
02,99545,200
02,99546,200
02,99547,200
02,99548,200
02,99549,200
02,99550,200
02,99551,200
02,99552,200
02,99553,200
02,99554,200
02,99555,200
02,99556,200
02,99557,200
02,99558,200
02,99559,200
02,99561,200
02,99563,200
02,99564,200
02,99565,200
02,99566,200
02,99567,200
02,99568,200
02,99569,200
02,99571,200
02,99572,200
02,99573,200
02,99574,200
02,99575,200
02,99576,200
02,99577,200
02,99578,200
02,99579,200
02,99580,200
02,99581,200
02,99583,200
02,99585,200
02,99586,200
02,99587,200
02,99588,200
02,99589,200
02,99590,200
02,99591,200
02,99599,200
02,99602,200
02,99603,200
02,99604,200
02,99605,200
02,99606,200
02,99607,200
02,99608,200
02,99609,200
02,99610,200
02,99611,200
02,99612,200
02,99613,200
02,99614,200
02,99615,200
02,99619,200
02,99620,200
02,99621,200
02,99622,200
02,99624,200
02,99625,200
02,99626,200
02,99627,200
02,99628,200
02,99629,200
02,99630,200
02,99631,200
02,99632,200
02,99633,200
02,99634,200
02,99635,200
02,99636,200
02,99637,200
02,99638,200
02,99639,200
02,99640,200
02,99641,200
02,99643,200
02,99644,200
02,99645,200
02,99647,200
02,99648,200
02,99649,200
02,99650,200
02,99651,200
02,99652,200
02,99653,200
02,99654,200
02,99655,200
02,99656,200
02,99657,200
02,99658,200
02,99659,200
02,99660,200
02,99661,200
02,99662,200
02,99663,200
02,99664,200
02,99665,200
02,99666,200
02,99667,200
02,99668,200
02,99669,200
02,99670,200
02,99671,200
02,99672,200
02,99674,200
02,99675,200
02,99676,200
02,99677,200
02,99678,200
02,99679,200
02,99680,200
02,99681,200
02,99682,200
02,99683,200
02,99684,200
02,99685,200
02,99686,200
02,99687,200
02,99688,200
02,99689,200
02,99690,200
02,99691,200
02,99692,200
02,99693,200
02,99694,200
02,99695,200
02,99697,200
02,99701,200
02,99702,200
02,99703,200
02,99704,200
02,99705,200
02,99706,200
02,99707,200
02,99708,200
02,99709,200
02,99710,200
02,99711,200
02,99712,200
02,99714,200
02,99716,200
02,99720,200
02,99721,200
02,99722,200
02,99723,200
02,99724,200
02,99725,200
02,99726,200
02,99727,200
02,99729,200
02,99730,200
02,99731,200
02,99732,200
02,99733,200
02,99734,200
02,99736,200
02,99737,200
02,99738,200
02,99739,200
02,99740,200
02,99741,200
02,99742,200
02,99743,200
02,99744,200
02,99745,200
02,99746,200
02,99747,200
02,99748,200
02,99749,200
02,99750,200
02,99751,200
02,99752,200
02,99753,200
02,99754,200
02,99755,200
02,99756,200
02,99757,200
02,99758,200
02,99759,200
02,99760,200
02,99761,200
02,99762,200
02,99763,200
02,99764,200
02,99765,200
02,99766,200
02,99767,200
02,99768,200
02,99769,200
02,99770,200
02,99771,200
02,99772,200
02,99773,200
02,99774,200
02,99775,200
02,99776,200
02,99777,200
02,99778,200
02,99779,200
02,99780,200
02,99781,200
02,99782,200
02,99783,200
02,99784,200
02,99785,200
02,99786,200
02,99788,200
02,99789,200
02,99790,200
02,99791,200
02,99801,200
02,99802,200
02,99803,200
02,99811,200
02,99812,200
02,99820,200
02,99821,200
02,99824,200
02,99825,200
02,99826,200
02,99827,200
02,99829,200
02,99830,200
02,99832,200
02,99833,200
02,99835,200
02,99836,200
02,99840,200
02,99841,200
02,99850,200
02,99901,200
02,99903,200
02,99918,200
02,99919,200
02,99921,200
02,99922,200
02,99923,200
02,99925,200
02,99926,200
02,99927,200
02,99928,200
02,99929,200
02,99950,200
04,84531,0401
04,84536,0401
04,85003,0407
04,85004,0407
04,85006,0407
04,85007,0407
04,85008,0407
04,85008,0409
04,85009,0407
04,85012,0407
04,85012,0409
04,85013,0407
04,85013,0409
04,85014,0407
04,85014,0409
04,85015,0407
04,85016,0406
04,85016,0407
04,85016,0409
04,85017,0407
04,85018,0406
04,85018,0407
04,85018,0409
04,85019,0407
04,85020,0406
04,85020,0409
04,85021,0406
04,85021,0407
04,85021,0409
04,85022,0406
04,85023,0406
04,85024,0406
04,85027,0406
04,85028,0406
04,85029,0406
04,85031,0407
04,85032,0406
04,85033,0403
04,85033,0407
04,85034,0407
04,85034,0409
04,85035,0407
04,85037,0403
04,85037,0407
04,85037,0408
04,85040,0407
04,85040,0409
04,85041,0407
04,85042,0407
04,85043,0403
04,85043,0407
04,85044,0407
04,85044,0409
04,85045,0409
04,85048,0407
04,85048,0409
04,85050,0406
04,85051,0406
04,85051,0407
04,85051,0409
04,85053,0406
04,85054,0406
04,85083,0406
04,85083,0408
04,85085,0406
04,85085,0408
04,85086,0406
04,85086,0408
04,85087,0404
04,85087,0406
04,85087,0408
04,85118,0404
04,85119,0404
04,85120,0404
04,85120,0405
04,85121,0401
04,85122,0401
04,85123,0401
04,85123,0403
04,85128,0401
04,85128,0404
04,85131,0401
04,85132,0401
04,85132,0404
04,85135,0401
04,85137,0401
04,85137,0404
04,85138,0401
04,85139,0401
04,85139,0403
04,85140,0404
04,85141,0401
04,85142,0404
04,85142,0405
04,85143,0404
04,85145,0401
04,85147,0401
04,85172,0401
04,85173,0401
04,85173,0404
04,85192,0401
04,85193,0401
04,85193,0403
04,85194,0401
04,85201,0405
04,85201,0406
04,85201,0409
04,85202,0409
04,85203,0405
04,85203,0406
04,85203,0409
04,85204,0405
04,85204,0409
04,85205,0405
04,85206,0405
04,85207,0404
04,85207,0405
04,85208,0405
04,85209,0405
04,85210,0405
04,85210,0409
04,85212,0405
04,85213,0405
04,85215,0404
04,85215,0405
04,85215,0406
04,85224,0405
04,85224,0409
04,85225,0405
04,85225,0409
04,85226,0401
04,85226,0409
04,85233,0405
04,85233,0409
04,85234,0405
04,85248,0401
04,85248,0405
04,85249,0405
04,85250,0406
04,85251,0406
04,85251,0409
04,85253,0406
04,85253,0409
04,85254,0406
04,85255,0406
04,85256,0406
04,85256,0409
04,85257,0406
04,85257,0409
04,85258,0406
04,85259,0406
04,85260,0406
04,85262,0404
04,85262,0406
04,85263,0404
04,85263,0406
04,85264,0404
04,85264,0406
04,85266,0406
04,85268,0406
04,85281,0406
04,85281,0407
04,85281,0409
04,85282,0407
04,85282,0409
04,85283,0407
04,85283,0409
04,85284,0409
04,85286,0405
04,85295,0405
04,85296,0405
04,85297,0405
04,85298,0405
04,85301,0406
04,85301,0407
04,85301,0408
04,85302,0406
04,85302,0408
04,85303,0407
04,85303,0408
04,85304,0408
04,85305,0403
04,85305,0407
04,85305,0408
04,85306,0408
04,85307,0403
04,85307,0408
04,85308,0406
04,85308,0408
04,85309,0408
04,85310,0406
04,85310,0408
04,85320,0404
04,85321,0403
04,85322,0403
04,85323,0403
04,85323,0407
04,85323,0408
04,85324,0404
04,85325,0404
04,85326,0403
04,85326,0404
04,85328,0404
04,85331,0404
04,85331,0406
04,85331,0408
04,85332,0404
04,85333,0403
04,85333,0404
04,85334,0404
04,85335,0408
04,85336,0403
04,85337,0403
04,85338,0403
04,85338,0408
04,85339,0401
04,85339,0403
04,85339,0407
04,85340,0403
04,85340,0404
04,85340,0408
04,85341,0403
04,85342,0404
04,85342,0408
04,85343,0403
04,85344,0404
04,85345,0408
04,85346,0404
04,85347,0403
04,85347,0404
04,85348,0404
04,85349,0403
04,85350,0403
04,85351,0408
04,85352,0404
04,85353,0403
04,85353,0407
04,85354,0403
04,85354,0404
04,85355,0404
04,85355,0408
04,85356,0404
04,85357,0404
04,85360,0404
04,85361,0404
04,85361,0408
04,85362,0404
04,85363,0408
04,85364,0403
04,85364,0404
04,85365,0403
04,85365,0404
04,85367,0404
04,85371,0404
04,85373,0408
04,85374,0408
04,85375,0408
04,85377,0406
04,85379,0408
04,85381,0408
04,85382,0408
04,85383,0404
04,85383,0408
04,85387,0404
04,85387,0408
04,85388,0404
04,85388,0408
04,85390,0404
04,85392,0403
04,85392,0408
04,85395,0403
04,85395,0408
04,85396,0403
04,85396,0404
04,85396,0408
04,85501,0401
04,85501,0404
04,85530,0401
04,85531,0401
04,85533,0401
04,85534,0401
04,85535,0401
04,85536,0401
04,85539,0401
04,85539,0404
04,85540,0401
04,85541,0404
04,85542,0401
04,85543,0401
04,85544,0404
04,85545,0401
04,85545,0404
04,85546,0401
04,85550,0401
04,85551,0401
04,85552,0401
04,85553,0401
04,85553,0404
04,85554,0401
04,85554,0404
04,85601,0403
04,85602,0402
04,85603,0402
04,85605,0402
04,85606,0402
04,85607,0402
04,85608,0402
04,85609,0402
04,85610,0402
04,85611,0402
04,85611,0403
04,85613,0402
04,85614,0402
04,85615,0402
04,85616,0402
04,85617,0402
04,85618,0401
04,85619,0401
04,85619,0402
04,85620,0402
04,85621,0403
04,85622,0402
04,85622,0403
04,85623,0401
04,85624,0403
04,85625,0402
04,85626,0402
04,85627,0402
04,85629,0402
04,85629,0403
04,85630,0402
04,85631,0401
04,85632,0402
04,85633,0403
04,85634,0403
04,85635,0402
04,85637,0402
04,85637,0403
04,85638,0402
04,85640,0403
04,85641,0402
04,85643,0401
04,85643,0402
04,85645,0402
04,85645,0403
04,85646,0403
04,85648,0403
04,85650,0402
04,85653,0401
04,85653,0403
04,85654,0401
04,85658,0401
04,85701,0403
04,85704,0401
04,85704,0402
04,85705,0402
04,85705,0403
04,85706,0402
04,85706,0403
04,85707,0402
04,85708,0402
04,85710,0402
04,85711,0402
04,85712,0402
04,85713,0402
04,85713,0403
04,85714,0402
04,85714,0403
04,85715,0402
04,85716,0402
04,85718,0401
04,85718,0402
04,85719,0402
04,85719,0403
04,85723,0403
04,85724,0403
04,85726,0403
04,85730,0402
04,85735,0403
04,85736,0403
04,85737,0401
04,85737,0402
04,85739,0401
04,85741,0401
04,85741,0402
04,85742,0401
04,85742,0402
04,85743,0401
04,85743,0402
04,85743,0403
04,85745,0402
04,85745,0403
04,85746,0403
04,85747,0402
04,85748,0402
04,85749,0402
04,85750,0402
04,85755,0401
04,85756,0402
04,85756,0403
04,85757,0403
04,85901,0401
04,85911,0401
04,85912,0401
04,85920,0401
04,85922,0401
04,85923,0401
04,85924,0401
04,85925,0401
04,85926,0401
04,85927,0401
04,85928,0401
04,85929,0401
04,85930,0401
04,85931,0401
04,85932,0401
04,85933,0401
04,85934,0401
04,85935,0401
04,85936,0401
04,85937,0401
04,85938,0401
04,85939,0401
04,85940,0401
04,85941,0401
04,85942,0401
04,86001,0401
04,86003,0401
04,86004,0401
04,86011,0401
04,86015,0401
04,86016,0401
04,86017,0401
04,86018,0401
04,86020,0401
04,86021,0404
04,86022,0401
04,86022,0404
04,86023,0401
04,86024,0401
04,86025,0401
04,86028,0401
04,86029,0401
04,86030,0401
04,86031,0401
04,86032,0401
04,86033,0401
04,86034,0401
04,86035,0401
04,86036,0401
04,86038,0401
04,86039,0401
04,86040,0401
04,86042,0401
04,86043,0401
04,86044,0401
04,86045,0401
04,86046,0401
04,86047,0401
04,86052,0401
04,86053,0401
04,86054,0401
04,86301,0404
04,86303,0404
04,86305,0404
04,86313,0404
04,86314,0404
04,86315,0404
04,86320,0401
04,86320,0404
04,86321,0404
04,86322,0401
04,86322,0404
04,86323,0404
04,86324,0401
04,86324,0404
04,86325,0401
04,86325,0404
04,86326,0401
04,86326,0404
04,86327,0401
04,86327,0404
04,86329,0404
04,86331,0404
04,86332,0404
04,86333,0404
04,86334,0404
04,86335,0401
04,86336,0401
04,86336,0404
04,86337,0401
04,86337,0404
04,86338,0404
04,86343,0404
04,86351,0401
04,86401,0404
04,86403,0404
04,86404,0404
04,86406,0404
04,86409,0404
04,86411,0401
04,86411,0404
04,86413,0404
04,86426,0404
04,86429,0404
04,86431,0404
04,86432,0404
04,86433,0404
04,86434,0401
04,86434,0404
04,86435,0401
04,86436,0404
04,86437,0404
04,86438,0404
04,86440,0404
04,86441,0404
04,86442,0404
04,86443,0404
04,86444,0401
04,86444,0404
04,86445,0404
04,86502,0401
04,86503,0401
04,86504,0401
04,86505,0401
04,86506,0401
04,86507,0401
04,86508,0401
04,86510,0401
04,86511,0401
04,86512,0401
04,86514,0401
04,86515,0401
04,86520,0401
04,86535,0401
04,86538,0401
04,86540,0401
04,86544,0401
04,86545,0401
04,86547,0401
04,86556,0401
04,87328,0401
05,38769,0501
05,65729,0503
05,65733,0503
05,65761,0503
05,71601,0504
05,71602,0504
05,71603,0501
05,71603,0504
05,71630,0501
05,71631,0504
05,71635,0504
05,71638,0501
05,71638,0504
05,71639,0501
05,71640,0501
05,71642,0504
05,71643,0501
05,71644,0501
05,71644,0504
05,71646,0504
05,71647,0504
05,71651,0504
05,71652,0504
05,71653,0501
05,71654,0501
05,71655,0501
05,71655,0504
05,71658,0504
05,71659,0504
05,71660,0504
05,71661,0501
05,71661,0504
05,71662,0501
05,71663,0501
05,71663,0504
05,71665,0504
05,71666,0501
05,71667,0501
05,71667,0504
05,71670,0501
05,71670,0504
05,71671,0504
05,71674,0501
05,71675,0504
05,71676,0501
05,71676,0504
05,71677,0504
05,71701,0504
05,71711,0504
05,71720,0504
05,71722,0504
05,71724,0504
05,71725,0504
05,71726,0504
05,71730,0504
05,71740,0504
05,71742,0504
05,71743,0504
05,71744,0504
05,71745,0504
05,71747,0504
05,71749,0504
05,71751,0504
05,71752,0504
05,71753,0504
05,71758,0504
05,71759,0504
05,71762,0504
05,71763,0504
05,71764,0504
05,71765,0504
05,71766,0504
05,71770,0504
05,71772,0504
05,71801,0504
05,71820,0504
05,71822,0504
05,71823,0504
05,71825,0504
05,71826,0504
05,71827,0504
05,71832,0504
05,71833,0504
05,71834,0504
05,71835,0504
05,71836,0504
05,71837,0504
05,71838,0504
05,71839,0504
05,71841,0504
05,71842,0504
05,71845,0504
05,71846,0504
05,71847,0504
05,71851,0504
05,71852,0504
05,71853,0504
05,71854,0504
05,71855,0504
05,71857,0504
05,71858,0504
05,71859,0504
05,71860,0504
05,71861,0504
05,71862,0504
05,71865,0504
05,71866,0504
05,71901,0504
05,71909,0502
05,71909,0504
05,71913,0504
05,71921,0504
05,71922,0504
05,71923,0504
05,71929,0504
05,71933,0504
05,71935,0504
05,71937,0504
05,71940,0504
05,71941,0504
05,71943,0504
05,71944,0504
05,71945,0504
05,71949,0504
05,71950,0504
05,71952,0504
05,71953,0504
05,71956,0504
05,71957,0504
05,71958,0504
05,71959,0504
05,71960,0504
05,71961,0504
05,71962,0504
05,71964,0504
05,71965,0504
05,71968,0504
05,71969,0504
05,71970,0504
05,71971,0504
05,71972,0504
05,71973,0504
05,71998,0504
05,71999,0504
05,72001,0502
05,72002,0502
05,72003,0501
05,72004,0501
05,72004,0504
05,72005,0501
05,72006,0501
05,72007,0501
05,72010,0502
05,72011,0502
05,72012,0502
05,72013,0502
05,72014,0501
05,72015,0502
05,72015,0504
05,72016,0502
05,72017,0501
05,72019,0502
05,72020,0501
05,72020,0502
05,72021,0501
05,72022,0502
05,72023,0501
05,72023,0502
05,72024,0501
05,72025,0502
05,72025,0504
05,72026,0501
05,72027,0502
05,72029,0501
05,72030,0502
